CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
11126,150131,LIMA,LIMA,SAN ISIDRO,Agencia de Promoción de la Inversión Privada,PROINVERSION,20380799643,Av. Enrique Canaval Moreyra Nº 150 - Piso 9 / Lima 27 - Perú,
11127,120303,JUNIN,CHANCHAMAYO,PICHANAQUI,Municipalidad Distrital de Pichanaqui,MDP,20146640843,Jr. Primero de Mayo 717,
11128,120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,Municipalidad Distrital de San Luis de Shuaro,NULL,20204460648,Plaza de principal s/n,
11129,120305,JUNIN,CHANCHAMAYO,SAN RAMON,Municipalidad Distrital de San Ramón,MDSR,20146657142,Villa Municipal N° 113,
11130,10610,AMAZONAS,RODRIGUEZ DE MENDO,SANTA ROSA,Municipalidad Distrital de Santa Rosa - Amazonas,MD-SROSA,20168006439,Jr. Martinez de Compañon s/n,
11132,21603,ANCASH,POMABAMBA,PAROBAMBA,Municipalidad Distrital de Parobamba,NULL,20322944722,Plaza de Armas Pomabamba s/n,
11134,21700,ANCASH,RECUAY,NULL,Municipalidad Provincial de Recuay,MP-RECUAY,20185379079,Plaza de Armas Nº 170,
11135,21702,ANCASH,RECUAY,CATAC,Municipalidad Distrital De Catac,MD-CATAC,20175283944,Jr. 8 de Enero Nº 361- Mz. U Lote 13,
11136,21703,ANCASH,RECUAY,COTAPARACO,Municipalidad Distrital de Cotaparaco,MD-COTAPARACO,20189311762,Plaza de Armas s/n,
11137,21704,ANCASH,RECUAY,HUAYLLAPAMPA,Municipalidad Distrital de Huayllapampa,MD-HUAYLLAPAMPA,20323083500,Plaza de Armas  S/N,
11138,21705,ANCASH,RECUAY,LLACLLIN,Municipalidad Distrital de Llacllin,MDLlacllin,,Plaza de Armas s/n,
11139,21706,ANCASH,RECUAY,MARCA,Municipalidad Distrital de Marca,MDM,20146940642,Jr. Salaverry N° 396 (Plaza de Armas de Marca),
11140,21707,ANCASH,RECUAY,PAMPAS CHICO,Municipalidad Distrital de Pampas Chico,MDPCh,20223388117,Plaza Principal S/N  - Pampas Chico,
11141,21708,ANCASH,RECUAY,PARARIN,Municipalidad Distrital de Pararín,MD-PARARIN,20188903569,Plaza Principal  S/N,
11142,21709,ANCASH,RECUAY,TAPACOCHA,Municipalidad Distrital de Tapacocha,MD-TAPACOCHA,20206591065,Calle Dos de Mayo S/N,
11143,21710,ANCASH,RECUAY,TICAPAMPA,Municipalidad Distrital de Ticapampa,MD-TICAPAMPA,20200024410,Jr. Francia Nº 304,
11144,21800,ANCASH,SANTA,NULL,Municipalidad Provincial del Santa,MPS - CHIMBOTE,20163065330,Jr. Enrique  Palacios 341,
11145,21802,ANCASH,SANTA,CACERES DEL PERU,Municipalidad Distrital de Caceres del Perú,MDCP,,Mariano Melgar S/N Plaza de Armas,
11146,21803,ANCASH,SANTA,COISHCO,Municipalidad Distrital de Coishco,MDC - COISHCO,20174909157,Av. Jorge Chavez 795,
11147,21804,ANCASH,SANTA,MACATE,Municipalidad Distrital de Macate,MDMacate,20199871677,Jr.La Reyna s/n,
11149,21806,ANCASH,SANTA,NEPEÑA,Municipalidad Distrital de Nepeña,NULL,20198090647,Plaza de Armas s/n,
11150,21808,ANCASH,SANTA,SANTA,Municipalidad Distrital De Santa,MD - SANTA,20179525101,Jirón Marañón N° 227,
11151,21807,ANCASH,SANTA,SAMANCO,Municipalidad Distrital de Samanco,NULL,20186461615,Ricardo Palma s/n,
11152,21900,ANCASH,SIHUAS,NULL,Municipalidad Provincial de Sihuas,NULL,20188754890,Nueve de Enero 230,
11153,21902,ANCASH,SIHUAS,ACOBAMBA,Municipalidad Distrital de Acobamba - Ancash,MD - ACOBAMBA,20226911988,s/n,
11154,21809,ANCASH,SANTA,NUEVO CHIMBOTE,Municipalidad Distrital de Nuevo Chimbote,MD - NVOCHIMBOTE,20282911915,Urb. José Carlos Mariátegui_CEI,
11155,21903,ANCASH,SIHUAS,ALFONSO UGARTE,Municipalidad Distrital de Alfonso Ugarte,MD-AU,20223020519,Juliàn Quezada Vergaray s/n,
11156,21904,ANCASH,SIHUAS,CASHAPAMPA,Municipalidad Distrital de Cashapampa,MDH,20223020438,"Plaza de Armas, Calle Manuel R.",
11157,21905,ANCASH,SIHUAS,CHINGALPO,Municipalidad Distrital de Chingalpo,NULL,20206591499,"Jr. Independencia, Plaza de Armas",
11158,21906,ANCASH,SIHUAS,HUAYLLABAMBA,Municipalidad Distrital de Huayllabamba,MDH,20200032781,JR. JOSÉ CARLOS MARIÁTEGUI S/N,
11159,21907,ANCASH,SIHUAS,QUICHES,Municipalidad Distrital de Quiches,NULL,20198353915,"Jr. Lima, Plaza de Armas s/n",
11160,21908,ANCASH,SIHUAS,RAGASH,Municipalidad Distrital de Ragash,NULL,20200034211,Psj. Unión s/n,
11161,21909,ANCASH,SIHUAS,SAN JUAN,Municipalidad Distrital de San Juan - Ancash,MD - SJUAN,20200034997,Chullin s/n,
11162,21910,ANCASH,SIHUAS,SICSIBAMBA,Municipalidad Distrital de Sicsibamba,NULL,20202015094,Umbe s/n,
11163,22001,ANCASH,YUNGAY,YUNGAY,Municipalidad Provincial de Yungay,MP-YUNGAY,20193334262,Plaza de Armas S/N,
11164,22002,ANCASH,YUNGAY,CASCAPARA,Municipalidad Distrital de Cascapara,MD-CASCAPARA,20207427129,Plaza de Armas de Cascapara S/N,
11165,22003,ANCASH,YUNGAY,MANCOS,Municipalidad Distrital de Mancos,MD-Mancos,20191116365,Plaza de Armas s/n - Mancos,
11166,22004,ANCASH,YUNGAY,MATACOTO,Municipalidad Distrital de Matacoto,MDM/A,20210557432,Plaza de Armas s/n,
11167,22005,ANCASH,YUNGAY,QUILLO,Municipalidad Distrital de Quillo,MD - QUILLO,20222952256,Plaza de Armas s/n,
11168,22006,ANCASH,YUNGAY,RANRAHIRCA,Municipalidad Distrital de Ranrahirca,MDR,20213370210,Plaza de Armas S/N Ranrahirca,
11169,22007,ANCASH,YUNGAY,SHUPLUY,Municipalidad Distrital de Shupluy,MD-SHUPLUY,20206588943,Plaza de Armas s/n,
11170,22008,ANCASH,YUNGAY,YANAMA,Municipalidad Distrital de Yanama,MD-YANAMA,20213928989,Jr. Santa Rosa S/N,
11171,20601,ANCASH,CARHUAZ,CARHUAZ,Municipalidad Provincial de Carhuaz,MPC,20188903488,Av. La Merced Nº 653,
11172,20602,ANCASH,CARHUAZ,ACOPAMPA,Municipalidad Distrital de Acopampa,MDAcopampa,,Jr. Simon Boliovar s/n,
11173,20603,ANCASH,CARHUAZ,AMASHCA,Municipalidad Distrital de Amashca,MD-AMASHCA,20200028083,Calle Nueva S/N,
11174,20604,ANCASH,CARHUAZ,ANTA,Municipalidad Distrital de Anta - Ancash,MD-Anta,20222120951,Plaza de Armas s/n,
11175,20605,ANCASH,CARHUAZ,ATAQUERO,Municipalidad Distrital de Ataquero,MD-ATAQUERO,20224855398,Plaza de Armas  S/N,
11176,20606,ANCASH,CARHUAZ,MARCARA,Municipalidad Distrital de Marcara,MDMarcara,,Plaza de Armas s/n,
11177,20607,ANCASH,CARHUAZ,PARIAHUANCA,Municipalidad Distrital de Pariahuanca,MDPariahuanca,,Plaza de Armas s/n,
11178,20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,Municipalidad Distrital de San Miguel de Aco,MD-SMACO,20198352781,Plaza de Armas s/n,
11179,20609,ANCASH,CARHUAZ,SHILLA,Municipalidad Distrital de Shilla,MD-SHILLA,20200030908,Plaza de Armas S/N,
11180,20610,ANCASH,CARHUAZ,TINCO,Municipalidad Distrital de Tinco,MDT,20232232871,Plaza de Armas 115 Tinco,
11181,20611,ANCASH,CARHUAZ,YUNGAR,Municipalidad Distrital de Yungar,MDYungar,,Plaza de Armas s/n,
11182,20700,ANCASH,CARLOS F. FITZCARRALD,NULL,Municipalidad Provincial de Carlos Fermin Fitzcarrald,MPCFF,20202020098,Plaza de Armas s/n,
11183,20702,ANCASH,CARLOS F. FITZCARRALD,SAN NICOLAS,Municipalidad Distrital de San Nicolás,SN,,Plaza de Armas s/n,
11184,20703,ANCASH,CARLOS F. FITZCARRALD,YAUYA,Municipalidad Distrital de Yauya,NULL,20231267884,Mariano Melga 02,
11185,20801,ANCASH,CASMA,CASMA,Municipalidad Provincial de Casma,MPCasma,20174929697,Av. Plaza de Armas s/n,
11186,20802,ANCASH,CASMA,BUENA VISTA ALTA,Municipalidad Distrital de Buenavista Alta,MDBA,20174670693,Calle Bolognesi S/N,
11187,20803,ANCASH,CASMA,COMANDANTE NOEL,Municipalidad Distrital de Comandante Noel,NULL,20186465793,Av. Julio Beltran Pto. Casma s/n,
11189,20900,ANCASH,CORONGO,NULL,Municipalidad Provincial de Corongo,MP-CORONGO,20202582258,JR. MIGUEL GRAU 206 CERCADO CORONGO ANCASH,
11190,20902,ANCASH,CORONGO,ACO,Municipalidad Distrital de Aco - Ancash,MD-ACO,20223019936,Calle 28 de Julio s/n,
11191,20903,ANCASH,CORONGO,BAMBAS,Municipalidad Distrital de Bambas,MD-Bambas,20323086274,Plaza de Armas s/n,
11192,20904,ANCASH,CORONGO,CUSCA,Municipalidad Distrital de Cusca,NULL,20286842748,Plaza de Armas s/n,
11193,20905,ANCASH,CORONGO,LA PAMPA,Municipalidad Distrital de La Pampa,NULL,20175203185,Alfonso Rivas Plata 305,
11194,20906,ANCASH,CORONGO,YANAC,Municipalidad Distrital de Yanac,NULL,20287079754,Plaza de Armas s/n,
11196,21000,ANCASH,HUARI,NULL,Municipalidad Provincial de Huari,MP-HUARI,20193046551,Jr. Ramón Castilla 470,
11197,21002,ANCASH,HUARI,ANRA,Municipalidad Distrital de Anra,MD-ANRA,20206179695,Jr. Las Nazarenas S/N,
11198,21003,ANCASH,HUARI,CAJAY,Municipalidad Distrital de Cajay,MD-CAJAY,20166604347,Plaza de Armas S/N,
11199,21004,ANCASH,HUARI,CHAVIN DE HUANTAR,Municipalidad Distrital de Chavin de Huantar,MD-CHHUANTAR,20198250199,Plaza de Armas # 120,
11200,21005,ANCASH,HUARI,HUACACHI,Municipalidad Distrital de Huacachi,NULL,20212177351,Jr. Huayna Capac-Plaza de Armas,
11201,21006,ANCASH,HUARI,HUACCHIS,Municipalidad Distrital de Huacchis,MDH,20208828321,Jr. Sta. Rosa-Plaza de Armas,
11202,21007,ANCASH,HUARI,HUACHIS,Municipalidad Distrital de Huachis,MD - HUACHIS,20166604266,Jirón Cóndor Canqui s/n - Plaza de Armas,
11203,21008,ANCASH,HUARI,HUANTAR,Municipalidad Distrital de Huantar,NULL,20200033249,Plaza de Armas s/n,
11204,21009,ANCASH,HUARI,MASIN,Municipalidad Distrital de Masin,NULL,20195410616,Plaza de Armas s/n,
11205,21010,ANCASH,HUARI,PAUCAS,Municipalidad Distrital de Paucas,MDP,20195406937,Plaza de Armas s/n,
11206,21011,ANCASH,HUARI,PONTO,Municipalidad Distrital de Ponto,MD-Ponto,NULL,Plaza de Armas s/n,
11207,21012,ANCASH,HUARI,RAHUAPAMPA,Municipalidad Distrital de Rahuapampa,NULL,20232716488,Plaza de Armas s/n,
11208,21013,ANCASH,HUARI,RAPAYAN,Municipalidad Distrital de Rapayan,MDR,20323089451,Calle Ancash s/n - PLaza de Armas,
11209,21014,ANCASH,HUARI,SAN MARCOS,Municipalidad Distrital de San Marcos,MDSM,20166544000,Jr. Progreso Nº 332,
11210,21015,ANCASH,HUARI,SAN PEDRO DE CHANA,Municipalidad Distrital de San Pedro de Chana,MDSPDChama,20166604002,Plaza de Armas Nº S/N - San Pedro de Chana,
11211,21016,ANCASH,HUARI,UCO,Municipalidad Distrital de Uco,NULL,20223022210,Plaza de Armas s/n,
11212,21101,ANCASH,HUARMEY,HUARMEY,Municipalidad Provincial de Huarmey,MPH,20142747155,Plaza Independencia s/n,
11213,21102,ANCASH,HUARMEY,COCHAPETI,Municipalidad Distrital de Cochapeti,MD - COCHAPETI,20222342938,Plaza de Armas s/n,
11214,21103,ANCASH,HUARMEY,CULEBRAS,Municipalidad Distrital de Culebras,MD - CULEBRAS,20191940513,Plaza de Armas s/n,
11215,21104,ANCASH,HUARMEY,HUAYAN,Municipalidad Distrital de Huayan,NULL,20282869617,Plaza de Armas s/n,
11216,21105,ANCASH,HUARMEY,MALVAS,Municipalidad  Distrital de Malvas,MD-MALVAS,20199421639,Plaza de Armas s/n,
11217,30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,Municipalidad Distrital de San Jerónimo - Apurimac,MD-SJERONIMO,20199906306,Jr. San Martin s/n,
11218,30415,APURIMAC,AYMARAES,TINTAY,Municipalidad Distrital de Tintay,NULL,20163949980,Plaza de Armas s/n,
11220,40512,AREQUIPA,CAYLLOMA,MACA,Municipalidad Distrital de Maca,NULL,20227619946,Plaza de Armas s/n,
11221,50504,AYACUCHO,LA MAR,CHILCAS,Municipalidad Distrital de Chilcas,MDChilcas,20208090861,Plaza Principal Chilcas,
11222,50501,AYACUCHO,LA MAR,NULL,Municipalidad Provincial de La Mar,MPLM-SM,20189212195,Plaza Principal Nº 012- San Miguel,
11223,50505,AYACUCHO,LA MAR,CHUNGUI,Municipalidad Distrital de Chungui,NULL,20194772310,Plaza Principal,
11225,50600,AYACUCHO,LUCANAS,NULL,Municipalidad Provincial de Lucanas,munipuquio,20143082297,Jr. Ayacucho 136,
11226,50602,AYACUCHO,LUCANAS,AUCARA,Municipalidad Distrital de Aucara,MDA,20287495111,Plaza Mayor,
11227,50603,AYACUCHO,LUCANAS,CABANA,Municipalidad Distrital de Cabana,MDC,20232203260,Jr. Jorge Chavez 240,
11228,50604,AYACUCHO,LUCANAS,CARMEN SALCEDO,Municipalidad Distrital de Carmen Salcedo,MDCS,20287319810,Miguel Grau s/n,
11229,50605,AYACUCHO,LUCANAS,CHAVIÑA,Municipalidad Distrital de Chaviña,MDChaviña,20287533811,Plaza de Armas s/n,
11230,50606,AYACUCHO,LUCANAS,CHIPAO,Municipalidad Distrital de Chipao,MDChipao,20226228200,Plaza de Armas de Chipao s/n,
11231,50607,AYACUCHO,LUCANAS,HUAC-HUAS,Municipalidad Distrital de Huac-huas,NULL,20203706708,Lucanas 15,
11232,50608,AYACUCHO,LUCANAS,LARAMATE,Municipalidad Distrital de Laramate,MDL,20287369248,Jr. Ica s/n,
11233,50609,AYACUCHO,LUCANAS,LEONCIO PRADO,Municipalidad Distrital de Leoncio Prado,MDLeoncioPrado,20201826102,Plaza de Armas de Tambo Quemado s/n,
11234,60403,CAJAMARCA,CHOTA,CHADIN,Municipalidad Distrital de Chadin,NULL,20216645457,Jr. Zevallos Chavez s/n,
11235,120306,JUNIN,CHANCHAMAYO,VITOC,Municipalidad Distrital de Vitoc,MDV,20201191280,Calle Centenario s/n,
11237,120402,JUNIN,JAUJA,ACOLLA,Municipalidad Distrital de Acolla,MD-ACOLLA,20199256417,Av. Agustin Ortiz N° 7   2do piso  Km. 12,
11238,120403,JUNIN,JAUJA,APATA,Municipalidad Distrital de Apata,MD-APATA,20208820266,Ayacucho 1038,
11239,120404,JUNIN,JAUJA,ATAURA,Municipalidad Distrital de Ataura,MD-ATAURA,20201912955,Av. Carretera Central s/n,
11240,120405,JUNIN,JAUJA,CANCHAYLLO,Municipalidad Distrital de Canchayllo,NULL,20174802786,Bolognesi  N°  122,
11241,120406,JUNIN,JAUJA,CURICACA,Municipalidad Distrital de Curicaca,MDCuricaca,20174821497,Plaza principal  100,
11242,120407,JUNIN,JAUJA,EL MANTARO,Municipalidad Distrital de El Mantaro,NULL,20213376684,Junin s/n,
11243,120408,JUNIN,JAUJA,HUAMALI,Municipalidad Distrital de Huamali,NULL,20179329779,Manuel de Pinto 121,
11244,120409,JUNIN,JAUJA,HUARIPAMPA,Municipalidad Distrital de Huaripampa,MD - HUARIPAMPA,20201784264,Mcal. Caceres 558,
11245,120410,JUNIN,JAUJA,HUERTAS,Municipalidad Distrital de Huertas,NULL,20191874464,Plaza de Pomate s/n,
11246,120411,JUNIN,JAUJA,JANJAILLO,Municipalidad Distrital de Janjaillo,NULL,20202655662,Jr. 12 de Octubre s/n,
11247,120412,JUNIN,JAUJA,JULCAN,Municipalidad Distrital de Julcan,NULL,20227999161,Jr. Tupac Amaru (Plaza principal  s/n),
11248,120413,JUNIN,JAUJA,LEONOR ORDOÑEZ,Municipalidad Distrital de Leonor Ordoñez,MDLO,20280881326,Av. Escolar S/N _ PLAZA PRINCIPAL,
11249,120414,JUNIN,JAUJA,LLOCLLAPAMPA,Municipalidad Distrital de Llocllapampa,NULL,20189993154,Plaza Centenario s/n,
